Timestamp,What is the gift's name?,Describe the gift,What does the gift cost?,Who is the manufacturer?,What is the link where people can buy it? (This should be the URL of this item on the seller's site.),Do we have the picture yet?,What type of gift are you looking for?,Picture file name,Who is the gift for?,What kind of person are they?,Price range
11/19/2012 15:18:59,Luxury knits,"Beautiful, classic styles made in the Scottish Borders from super-soft lambswool. The gorgeous circle scarf can be wrapped around or left to hang loose. There are also matching gloves and mittens, and a fetching bobble hat. Will last years",From 43,Hilary Grant,http://hilarygrant.co.uk/circle-scarf-arrow-infernolinen/,Yes,"Fashion, Accessories",charcoalscarf.jpg,Woman,"Outdoorsy type, Design lover, Traditionalist, Ethical",£50-100
11/19/2012 15:21:08,Cycling purse,"Screen-printed cotton canvas purse, featuring a very elegant lady cyclist, though we don't think that hat is entirely appropriate headwear",10,Chase and Wonder,http://shop.chaseandwonder.com/product/a-lady-rides-screen-printed-purse,Yes,Accessories,chaseandwonder.jpg,"Woman, Teenager","Outdoorsy type, Design lover, Traditionalist",Under £10
11/19/2012 15:28:07,Organic jeans,"These are not just any old jeans, these are jeans with a story. In short: Cardigan in Wales used to make 35,000 pairs a week, employing 400 people. Then the factory closed. The Hiut Denim Co decided to bring them back. Each pair also comes with a unique number. You go to the HistoryTag website and register, then follow their story. Lovely idea, beautifully made

 ",130,Hiut Denim Co,http://hiutdenim.co.uk/collections/all,Yes,"Fashion, Luxury gifts",hiut-denim.jpg,Man,"Outdoorsy type, Design lover, Traditionalist, Ethical",+ £100
11/19/2012 15:32:52,Clever socks,"Sorry, but it's a contractual obligation to include socks in every gift guide. These, though, are very clever socks. There's a thermal pair, a temperature-regulating pair and one to keep your toes cool. Socks that do everything bar wrap themselves up and put themselves under the tree
",25,Hotsquash,http://www.hotsquash.com/products/3socks?mc=1&sc=5,Yes,"Fashion, Accessories",hotsquash.jpg,Woman,Outdoorsy type,£10-25
11/19/2012 15:36:06,Outfit bundle,"Ideal if you want to buy something more than a piece of clothing but no idea what goes with what. Hush sells a variety of bundles of its laidback, elegant classic designs",85,Hush,http://www.hush-uk.com/loungewear/bundles/loungewear-set-9.html,Yes,"Fashion, Accessories",hushbundle.jpg,Woman,Traditionalist,£50-100
11/19/2012 15:38:48,Satchel,"A satchel that's far too cool for school, this geometric print style from Kate Sheridan is a great everyday size. Big enough for an iPad or large notebook, and can be carried from top handle or worn across the body
",85,Kate Sheridan,http://www.katesheridan.com/p373/Caramel-Triangle-Mini-satchel/product_info.html,Yes,"Fashion, Accessories, Luxury gifts",katesheridan.jpg,"Woman, Teenager",Design lover,£50-100
11/19/2012 15:41:42,Grey T-shirt,"A laidback wardrobe staple, made from hemp and cotton and manufactured under Fairtrade conditions 
",29.25,Komodo,http://www.ethicalsuperstore.com/products/komodo/komodo-charlie-tee/,Yes,Fashion,komodotop.jpg,"Man, Teenager",Ethical,£25-50
11/19/2012 15:45:25,Weather rucksack,"A bag collection based on the British obsession with the weather, the fabulous Laura Spring collection include duffels, pencil cases and capes. You could go for windy or warm designs, but we think wet is more British. All the products are hand-printed in the UK
",145,Laura Spring,http://www.lauraspring.bigcartel.com/product/wet-weather-rucksack,Yes,"Fashion, Accessories, Luxury gifts",lauraspring.jpg,"Man, Woman","Outdoorsy type, Ethical",+ £100
11/19/2012 15:54:35,Stylish scarf,Stunning photo-realistic print scarves from Rosso Forte made of modal – as soft as cashmere but with the distinct advantage of being washable. Stocked at Leggera Nell Aria (020-7352 7855),135,Rosso Forte,http://www.rossofortestudio.com/,Yes,"Fashion, Accessories, Luxury gifts",lilyscarf.jpg,Woman,"Design lover, Traditionalist",+ £100
11/19/2012 15:57:00,Knitted collar,A handmade crochet collar to add to a plain jumper is a more original take on buying jewellery and this one is particularly fetching,38,Lowie,http://www.ilovelowie.com/index.php?main_page=product_info&cPath=65_73&products_id=1169,Yes,"Fashion, Accessories",lowiecollar.jpg,"Woman, Teenager","Traditionalist, Ethical",£25-50
11/19/2012 15:59:41,Knitted scarf,Lightweight but very warm (it's made of alpaca wool) this stylish scarf is from one of Boticca's stable of talented independent designers,78,Hortensia,http://en-gb.boticca.com/hortensiahandmade/degrade-stripes-scarf-greys/,,"Fashion, Accessories, Luxury gifts",mansscarfboticca.jpg,Man,Outdoorsy type,£50-100
11/19/2012 16:01:48,Clutch bag,"Simple but oh-so-stylish, this clutch bag is fastened by the contrast strap, which wraps around.  Lined with cotton and with an interior pocket for coins, the bag is made in England from Italian vegetable-tan leather",150,M.Hulot,http://www.mhulot.co.uk/shop/bags/garrard-clutch-bag--graphiteblack#.UKpXj7vg3R4,Yes,"Fashion, Accessories, Luxury gifts",mhulotbag.jpg,Woman,"Design lover, Traditionalist",+ £100
11/19/2012 16:04:51,Classic bag,"This is Eric. To be honest, that was enough to catch our attention, but it (he?) also happens to be a timeless classic design that will last years and years and comes in a variety of colours. Produced in Manchester from Italian leather",160,Mimi Berry,http://www.mimiberry.co.uk/collection/ladies_bags/1040_mimi-eric,,"Fashion, Accessories",mimiberrybag.jpg,Woman,Traditionalist,+ £100
11/19/2012 16:10:46,Leather bag,"If you want true quality but dislike designer names (and markups) then look no further than these beautifully made, vegetable-tanned leather bags. Made in a 19th-century Welsh methodist chapel by leather worker Gaynor Howell, they come in a variety of colours with contrast handles that can be replaced",135,GDH Leatherwork,http://theshopfloorproject.com/Bags_GDH_LEATHERWORK.html,Yes,"Fashion, Accessories, Luxury gifts",shopfloorbag.jpg,Woman,"Design lover, Traditionalist",+ £100
11/19/2012 16:12:54,Travel bag,Great vibrant travel bag for frequent flyers – it has wheels and a retractable handle and is just the size for weekend breaks,75,Julie Slater & Son,https://www.julieslaterandson.co.uk/product/wheeled-cabin-bag-sandstripe/,Yes,Accessories,slaterTrolleyBag1.jpg,"Woman, Teenager",Outdoorsy type,£50-100
11/19/2012 16:15:45,Leather slippers,"A lovely simple pair of slippers made from reclaimed materials that would otherwise go to landfill. And £1 from each purchase is also donated to the homeless charity Emmaus, plus the slippers come in sizes for the entire family, from baby to bigfoot",30,Motties,http://www.motties.co.uk/shop/,Yes,"Kids clothes, Fashion, Accessories",slippers.jpg,"Man, Woman, Teenager, Child, Baby or toddler, Couples","Traditionalist, Ethical",£25-50
11/19/2012 16:18:49,Knitted tunic,"Sweaty Betty is the place to look for stylish workout wear, but it also has some lovely more fashion-led items, like this knitted tunic. Perfect for staying warm after the yoga class you meant to go to, but didn't",125,Sweaty Betty,http://www.sweatybetty.com/sanctuary-knitted-tunic-prodspa172_titaniumgrey/,Yes,"Fashion, Luxury gifts",sweatybetty.jpg,Woman,Outdoorsy type,+ £100
11/19/2012 16:20:37,Print pyjamas,"You can't get cosier than flannel PJs, and these ones come in a really lovely print",69,Toast,http://www.toast.co.uk/product/pjs+and+nighties/CHPP8/POPPY+PYJAMA.htm?categoryref=%2fcategory.aspx%3fcategoryid%3dpjs%2520and%2520nighties%26seoterm%3dpjs%2520nighties%26&pcat=pjs+and+nighties&adimage=&clr=CHPP8_ecrumulti,Yes,"Fashion, Luxury gifts",toastpjs.jpg,Woman,Traditionalist,£50-100
11/19/2012 16:24:04,Luxury satchel,"Tusting has been working with leather since 1875, so it stands to reason that it has got pretty darn good at it. The company produces some gorgeous, traditional bags for men and women. This satchel (a smaller size that will fit an A4 book) is particularly lovely",285,Tusting,http://www.tusting.co.uk/quinton-satchel-in-orange-weave-leather-with-dark-brown-bridle-trim-1.html,Yes,"Accessories, Luxury gifts",tustingbag.jpg,Woman,Traditionalist,+ £100
11/19/2012 16:28:17,Overnight bag,"Style without fuss, this great overnight bag comes with accessories too: a mesh toiletries bag, to make going through customs easier, plus a laptop sleeve and a pouch for cables. All of them attach to the inside and are interchangeable with other bags from the same company",80,Unit Portables,http://www.wantedwallets.com/bags-and-cases/unit-portables/unit-portables-unit-05-overnight-bag-w-laptop-sleeve-13-navy.html,Yes,"Fashion, Accessories",unitportables.jpg,Man,Design lover,£50-100
11/20/2012 8:18:26,Goose case,Honk! A cute little pencil case which would also double as a little makeup bag. Printed and wipe-clean,6.75,Boden,http://www.boden.co.uk/en-GB/Girls-8-16yrs-Accessories/98026/Girls-8-16yrs-Printed-Pencil-Case.html,Yes,"Stocking fillers, Stationery, Beauty",bodenbag.jpg,"Woman, Teenager, Child",Traditionalist,Under £10
11/20/2012 8:20:46,Perfect timing,What to get the teen who is never on time? A bit of pampering with a not-very-subtle hint attached: this bubble wash and body lotion kit comes with an alarm clock. For them to sleep through,18,Soap & Glory,http://www.boots.com/en/Soap-Glory-Bubble-Time_1273671/,Yes,Beauty,BubbleTime.jpg,"Woman, Teenager",,£10-25
11/20/2012 8:24:16,Wash bag,Great screen-printed washbag; perfect for men or women,20,Chase & Wonder,http://shop.chaseandwonder.com/product/ride-above-it-screen-printed-wash-bag,Yes,"Beauty, Accessories",chaseandwonderbikes.jpg,"Man, Woman, Teenager",Design lover,£10-25
11/20/2012 8:27:19,Nails it,Brilliantly packaged nail varnishes – each pill-shaped trio comes in a pharmaceutical style jar. Perfect prescription,15,Dose,http://www.cultbeauty.co.uk/dose-list,Yes,Beauty,dosegroupshot.jpg,"Woman, Teenager",Design lover,£10-25
11/20/2012 8:29:33,Washing up,Embroidered cotton wash bags in lovely bright prints made under fair-trade conditions,12.99,Ganesha,http://www.ganesha.co.uk/ShopPages/menu_accessories/bagcosmetic.php,Yes,"Beauty, Accessories",ganeshawashbag.jpg,"Woman, Teenager",Ethical,£10-25
11/20/2012 8:42:47,Super smellies,"You can't go wrong with Jo Malone scented candles or scents, and the pine and eucalyptus scent is particularly lovely and festive",From 22,Jo Malone,http://www.jomalone.co.uk/products/gift_finder/index.tmpl?cm_sp=Gnav-_-Gifts-_-GiftSets,Yes,"Homes/ decor, Beauty",jomalone.jpg,"Man, Woman",Traditionalist,£10-25
11/20/2012 8:47:54,Luxury scent,"All Miller Harris scents are unisex, but we think this luxurious Mediterranean-inspired scent is particularly good for men, with a sort of floral-patchouli mix that's bold and unusual
",62,Miller Harris,http://www.millerharris.com/fragrances-1/woody/terre-d-iris/terre-d-iris-eau-de-parfum-50ml.html,Yes,"Beauty, Luxury gifts",millerharris.jpg,"Man, Woman",Traditionalist,£50-100
11/20/2012 8:50:02,Have a hoot,An owl necklace that also doubles as a lip balm – you just open the secret compartment and help yourself. You can also buy refills on the site,34,Andrea Garland,http://www.andreagarland.co.uk/#/mr-hoots-necklace/4569335745,Yes,"Beauty, Jewellery",mrhoots.jpg,"Woman, Teenager",Traditionalist,£25-50
11/20/2012 8:54:13,Smelling of roses,"For someone who prefers their beauty as pure as possible, Ren has a wonderful range of rose-scented gifts. Top quality, beautifully packaged",32,Ren Clean Skincare,http://www.renskincare.com/p/3574/Moroccan+Rose+Experience+Gift+Set,Yes,Beauty,rengiftset.jpg,"Woman, Teenager",Ethical,£25-50
11/20/2012 8:57:49,Nailed to the tree,"Double up your decorations with your gifts: these sparkly nail varnishes, perfect for teens, come with little wings and a loop to hang from the tree",8.6,Showtime nails,http://www.feelunique.com/p/Mavala-Sparkling-Angel-Blue-and-Violet-Duo,Yes,"Stocking fillers, Decorations, Beauty",showtimenails.jpg,"Woman, Teenager",Traditionalist,Under £10
11/20/2012 9:00:35,Hero products,"Trilogy has been going for 10 years, and has got pretty good at this beauty lark. This set includes some wonderful natural products",29.5,Trilogy,http://www.lovelula.com/pd-trilogy-xmas-anniversary-collection.cfm,Yes,Beauty,trilogy.jpg,"Woman, Teenager",Traditionalist,£25-50
11/20/2012 9:04:01,Yes please nurse,"Yes! Nurse was founded by a young paediatric nurse as a natural treatment for busy, dry hands. It comes in a beautifully designed little box, and looks far more expensive than it is. It's also available as a subscription, so you can gift a tube a month to some hands in need
",5.49,Yes Nurse,http://www.yesnurse.co.uk/,Yes,"Stocking fillers, Beauty",YesNurse.jpg,"Man, Woman","Outdoorsy type, Traditionalist",Under £10
11/20/2012 11:00:12,Angelic mice,These sweet little mice can be hung up as decorations or just loved as toys,14,Maileg,http://www.cottontailsbaby.co.uk/product/maileg_angel_mouse_pink,Yes,"Toys, Decorations",cottontailsangelmice.jpg,"Child, Baby or toddler",Traditionalist,£10-25
11/20/2012 11:02:16,DIY decorations,"A small amount of fun, glue-and-scissors crafting will make up this gang of festive animals. Use as decorations, name places on the Christmas table or hang from the tree
",8.5,Mibo,http://www.mibo.co.uk/collections/frontpage/products/paper-animals-festive-friends,Yes,"Stocking fillers, Craft, Decorations",FestiveHR.jpg,"Teenager, Child, Baby or toddler",,Under £10
11/20/2012 11:04:19,Milk crate with roses,Fed up with poinsettias? Here's a charming and more lasting alternative; a lovely little retro milk crate which you can add seasonal flower to,From 9.50,The Fresh Flower Company,http://www.freshflower.co.uk/Shop/tabid/169/ProdID/18/Mini_milk_crate.aspx,Yes,"Homes/ decor, Gardens",Freshflowercrate.jpg,"Man, Woman, Couples",Traditionalist,Under £10
11/20/2012 11:11:59,Postcard nativity,Sweet little set of five postcards to cut out and make your own nativity scene,4.5,Poppy Treffry,http://www.poppytreffry.co.uk/christmas-nativity-postcard-set,Yes,"Stocking fillers, Toys, Decorations",poppytreffrycards.jpg,Child,Traditionalist,Under £10
11/20/2012 11:15:32,Garland art,"Either a beautiful bargain or a DIY decoration, this set of three limited-edition prints by the talented Alice Pattullo can be cut up and made into festive garlands. Or just framed and admired",12,Alice Pattullo,http://theshopfloorproject.com/CHRISTMAS_GARLANDS.html,Yes,"Homes/ decor, Decorations",Garlands.jpg,"Man, Woman, Couples",Design lover,£10-25
11/20/2012 11:19:00,Reindeer vase,A festive but also very tasteful reindeer from Georgina Fowler – who also makes great ceramic jewellery,28,Georgina Fowler,http://www.seekandadore.com/c/0/p/small-gold-reindeer-vessel/49.aspx,Yes,"Homes/ decor, Decorations",GeorginaFowler.jpg,"Man, Woman",Design lover,£25-50
11/20/2012 11:22:08,Paper angels,Use as place settings (just write the name in the middle) or decorations,9.95,Graham and Green,http://www.grahamandgreen.co.uk/set-of-7-angel-name-place-cards,Yes,"Homes/ decor, Decorations",grahamandgreenangels.jpg,"Teenager, Child, Baby or toddler, Couples",Traditionalist,Under £10
11/20/2012 11:25:00,Tasteful tree,"A stunning 6ft 8in Japanese-style inspired tree. If Christmas were always this tasteful, even Scrooge wouldn't object",100,John Lewis,http://www.johnlewis.com/231589340/Product.aspx,Yes,"Homes/ decor, Decorations, Luxury gifts",JLtree.jpg,"Man, Woman, Couples",Design lover,+ £100
11/20/2012 11:28:17,Sticky labels,Handy little sticky labels so you'll not get the presents confused – and won't have to Sellotape your fingers to the parcels while trying to attach the tags. Or is that just me? ,4.99,KTwo,https://www.ktwoproducts.com/products/195_christmas_sticky_labels,Yes,"Stationery, Decorations",ktwo.jpg,"Man, Woman, Teenager",,Under £10
11/20/2012 11:30:36,Christmas centrepiece,"A lovely first christmas gift or for a young child, this centrepiece will last years. Until you realise you're getting it out for yourself and the kids left home about a decade ago",19.99,Miffy,http://www.miffyshop.co.uk/miffy-wooden-christmas-tree.html,Yes,"Homes/ decor, Decorations",miffytree.jpg,"Child, Baby or toddler, Couples",Traditionalist,£10-25
11/20/2012 11:33:20,Paper wreath,"Very elegant and simple wreath made from recycled carboard laser-cut into leaves. Comes flatpacked – you just assemble yourself at home following simple instructions. You can decorate it, but we like it just the way it is",34,Whippet Grey,http://www.whippetgrey.co.uk/show_product.php?prod_id=668,Yes,"Homes/ decor, Decorations",paperwreath.jpg,"Man, Woman","Design lover, Traditionalist",£25-50
11/20/2012 11:36:02,Advent calendar,"No chocolate within sight but instead a lovely idea – each windows gives you a piece of Playmobil and by 25 December, you'll have a full Christmas scene",17,Playmobil,"http://www.hamleys.com/Playmobil_Winter_Wonderland_Advent_Calendar_4166_|_Hamleys_Toys/377192,default,pd.html",Yes,"Toys, Decorations",playmobiladventcalendar.jpg,"Child, Baby or toddler",Traditionalist,£10-25
11/20/2012 11:38:54,Stylish pencil,"Super-compact and super-stylish mechanical pencil designed especially for pockets. Comes in pink, orange or silver",19.96,Faber Castell,http://www.cultpens.com/acatalog/Faber-Castell-Pocket-Pencil.html,Yes,Stationery,PocketPenPink.jpg,"Man, Woman, Teenager",Design lover,£10-25
11/20/2012 11:42:57,Christmas stencil,"Feel like making your own minimalist, but nevertheless festive, cards? Or stenciling on brown paper to make cool wrapping paper? This will do the trick – or just display on a shelf",10,Present & Correct,http://presentandcorrect.com/item.php?item_id=1441,Yes,"Stationery, Decorations",presentcorrectstencil.jpg,"Man, Woman, Teenager, Child",Design lover,Under £10
11/20/2012 11:54:22,Real boys,"If we tell you that we love these little Pinocchio pins, we can assure you that our nose is not growing any longer. Fabulous little limited-edition stationery stocking-fillers",8,Duncan Shotton,http://www.dshott.co.uk/realboy.html,Yes,"Stocking fillers, Stationery",RealBoypins.jpg,"Man, Woman, Teenager",Design lover,Under £10
11/20/2012 11:56:51,Colour in decorations,"Lovely little illustrated tree decorations that pop straight out of the pack – just add their ribbon and hang. The reverse is left plain for children to colour in themselves
",6,Rosie Flo,http://shop.rosieflo.co.uk/product/rosie-flo-s-colouring-christmas-tree-decorations,Yes,"Toys, Decorations",rosieflo.jpg,"Child, Baby or toddler",Traditionalist,Under £10
11/20/2012 11:59:18,Colourful baubles,"Seek and Adore is a great place to look for unusual and stylish tree decorations. This pack of five brightly coloured baubles are handpainted but won't fade, so will adorn your tree for years to come",25,Sarah Lock,http://www.seekandadore.com/c/246/p/set-of-5-colourful-decorative-baubles/2610.aspx,Yes,Decorations,SarahLockbaubles.jpg,"Man, Woman",Traditionalist,£10-25
11/20/2012 12:01:33,Screenprinted tags,"Depending on how generous you are with your Christmas presents, this beautiful set of tags should last you a couple of years. Save them for special people, they are almost too good to use",14.95,Sukie,http://www.notonthehighstreet.com/sukie/product/sukie-gift-tag-box,Yes,"Stationery, Decorations",sukie.jpg,"Man, Woman",Design lover,£10-25
11/20/2012 12:04:04,Sticky skylines,"These wonderful tapes feature the skylines of Paris, London and New York. You could use them for very stylish wrapping paper, but they are really too good to waste on other people
",6.95,Cecily Vessey,http://nonesuchthings.com/,Yes,"Stocking fillers, Stationery",TapesHighRes.jpg,"Man, Woman, Teenager",Design lover,Under £10
11/20/2012 12:10:09,Hokusai wave decoration,A decoration with a difference – these wonderful little DIY sets from Noted revive the largely forgotten 17th-century Japanese art of creating detailed dioramas from paper,9.5,Noted,http://www.yardgallery.com/product_specific_std.aspx?title=Noted&id=6415&dataid=871887,Yes,"Stocking fillers, Stationery, Decorations",Tatebanko.jpg,"Man, Woman, Teenager",Design lover,Under £10
11/20/2012 12:12:24,Arty cards,"Gorgeous print Christmas cards featuring festive creatures, though we're not sure the turkey is destined for a merry 25 December. Box of 12",12.5,Thornback & Peel,http://www.thornbackandpeel.co.uk/Cards/Christmas-Cards__p-7-175.aspx,Yes,"Stationery, Decorations",thornbackpeel.jpg,"Man, Woman","Design lover, Traditionalist",£10-25
11/20/2012 12:23:40,Cool cushion,"A quirky and eye-catching take on the peacock, this cushion is designed and digitally printed in the UK",35,Ben the Illustrator,http://bentheillustratorcollection.mysupadupa.com/collections/cushions/products/peacocks-in-grey-cushion,Yes,Homes/ decor,BenIllustrator.jpg,"Man, Woman",Design lover,£25-50
11/20/2012 12:26:13,Bird prints,"Wonderful bird prints from artist Chris Andrews, with a distinctly 1950s feel to them",49,Chris Andrews,http://theshopfloorproject.com/Prints_CHRIS_ANDREWS.html,Yes,Homes/ decor,birdprints.jpg,"Man, Woman","Design lover, Traditionalist",£50-100
11/20/2012 12:28:10,Handmade jugs,"Hand-thrown bird-tailed little jugs in glazed stoneware, these are dishwasher safe and come in brown or white glazes ",18,Shopfloor Project,http://theshopfloorproject.com/Kitchen_Bird_Tail_.html,Yes,Homes/ decor,birdtailjug.jpg,"Man, Woman",Traditionalist,£10-25
11/20/2012 12:29:46,Tasty cushions,Try not to drool over these briliant screen-printed biscuit cushions. They come in a variety of tasty flavours and colours ,From 29.50,Nikki McWilliams,http://www.nikkimcwilliams.bigcartel.com/,Yes,Homes/ decor,biscuitcushions.jpg,"Man, Woman, Teenager",Design lover,£25-50
11/20/2012 12:44:10,Circus print,"If only, if only. Striking monochrome graphic print by Swedish duo Anki Josefsson & Anneli Sandström",35,One Must Dash,http://www.bodieandfou.com/circus_print_exclusive?category_id=0&search_string=circus,Yes,Homes/ decor,bodieandfouprint.jpg,"Man, Woman",Design lover,£25-50
11/20/2012 12:46:45,Cake stand,"A beautiful cake stand featuring work by André Marty (1882-1974), known for his fashion plates for Vogue and deluxe book illustrations ",49.5,London Transport Museum,http://www.ltmuseumshop.co.uk/for-home/tableware/product/cake-stand-andre-marty.html,Yes,"Homes/ decor, Food gifts",CakeStandLTM.jpg,"Man, Woman","Culture vulture, Traditionalist",£25-50
11/20/2012 12:50:35,Slow news subscription,"Perfect gift for someone who would really rather you got off the internet and stopped looking at this. Yes, you. Delayed Gratification is a quarterly publication from The Slow Journalism Company, each issue distilling three months of news into one entirely non digital delight",From 36,The Slow Journalism Company,http://www.dgquarterly.com/subscribe-now,Yes,Homes/ decor,delayedgratification.jpg,"Man, Woman",Culture vulture,£25-50
11/20/2012 12:53:55,Edinburgh house,"OK, not an actual house, but a fabulous kit to make your own, based on buildings found around the High Street and Grassmarket in Edinburgh from the 16th and 17th centuries
",24.5,CultureLabel.com x Welcome Home,http://www.culturelabel.com/edinburgh-old-town-model-ket.html,Yes,"Homes/ decor, Craft",EdiFront.jpg,"Man, Woman, Teenager",Design lover,£10-25
11/20/2012 12:56:20,Enamel bowls,"Lovely little metal and enamel bowls hand-painted by artisans from Kashmir. Food safe, but not for the dishwasher",8,Natural History Museum,http://www.nhmshop.co.uk/kitchen/enamel-bird-bowls/product.html,Yes,"Stocking fillers, Homes/ decor, Food gifts",enamelbirdbowl.jpg,"Man, Woman, Teenager",Ethical,Under £10
11/20/2012 12:59:33,Espresso set,A coffee set inspired by backgammon games. Magpie also has some other lovely graphic designs for coffee connoisseurs,20,Magpie,http://www.magpieline.com/product/180/backgammon-espresso-set.html,Yes,"Homes/ decor, Food gifts",espressobox.jpg,"Man, Woman",Design lover,£10-25
11/20/2012 13:03:50,Book on a poster,"Put your reading glasses on. These amazing posters contain the entire text of a book – anything from Austen to the Finn Family Moomintroll. Even War and Peace, if you have very large walls",32.99,Spineless Classics,http://www.spinelessclassics.com/finn-family-moomintroll-book-poster-126.htm,Yes,Homes/ decor,FinnFamilyMoomintroll.jpg,"Man, Woman, Teenager","Design lover, Culture vulture",£25-50
11/20/2012 13:06:00,Games compedium,"A great gift for a whole family, nicely packaged in one wooden box and including six classic board games (chess, draughts, backgammon, solitaire, snakes and ladders, and tiddlywinks)",30,John Lewis,http://www.johnlewis.com/231306499/Product.aspx,Yes,"Toys, Homes/ decor",GamesCompendium.jpg,"Man, Woman, Teenager, Child",Traditionalist,£25-50
11/20/2012 13:08:18,Salad days,Lovely bone and horn salad servers for a stylish kitchen,26,Andara Home,http://www.andarahome.co.uk/collections/new/products/set-of-ikat-salad-servers,Yes,"Homes/ decor, Food gifts",IkatSaladServers.jpg,"Man, Woman",Design lover,£25-50
11/20/2012 13:11:44,Porcelain cups,"Handleless ceramic cups with oak lids – maybe not the most practical thing for a cuppa, but far too nice to use everyday anyway. Would look lovely on a shelf, or used as little storage jars ",28,Blank London,http://blank-london.com/landsby-cups.html,Yes,"Homes/ decor, Food gifts",landsbycups.jpg,"Man, Woman, Teenager",Design lover,£25-50
11/20/2012 13:13:58,Wise old owl,"Quirky and richly coloured designs from Lush, this lampshade comes in small, medium or large",From 34,Lush,http://www.lushlampshades.co.uk/index.php?category=1&sec=23&page=95,Yes,Homes/ decor,lushshade.jpg,"Woman, Teenager, Child","Outdoorsy type, Design lover",£25-50
11/20/2012 13:16:34,Mermaid print,A beautiful work of art is a true luxury gift. This print by artist Cornelia O'Donovan is from a limited edition of only 26. Not at all fishy ,120,Cornelia O’Donovan,http://theshopfloorproject.com/Prints_CORNELIA_ODONOVAN_Mermaid_Tavern.html,Yes,"Homes/ decor, Luxury gifts",mermaidtavern.jpg,"Man, Woman",Design lover,+ £100
11/20/2012 13:20:11,Modern classics,"Stunning prints from Orwell and Goode adorn these lampshades, but you can also browse the cushions, prints, wallpaper and more moderately priced items such as tea towels and totes",From 47.50,Orwell & Goode,http://orwellandgoode.com/shop/index.php?main_page=product_info&cPath=5&products_id=100&zenid=frkm8qhph0ddpgjhnr1g5bc6m7,Yes,"Homes/ decor, Luxury gifts",OrwellGoode.jpg,"Man, Woman",Design lover,£50-100
11/20/2012 13:22:05,Owl jars,Quirky owl storage jars for the kitchen – the tall thin one is possibly the world's only spaghetti-eating owl,From 22.95,Rigby and Mac,http://www.rigbyandmac.com/gifts/by_recipient/for_her/owl_storage_jar.htm,Yes,"Homes/ decor, Food gifts",owlvases.jpg,Couples,Design lover,£10-25
11/20/2012 13:23:39,Don't be a mug,Charming mugs from Poppy Children featuring its lovely prints. Perfect for parents or grandparents who love a good cuppa,7.95,Poppy Children,http://www.poppychildren.co.uk/gift-ideas-c31/cooking-time-poppy-mug-blue-p122,Yes,"Stocking fillers, Homes/ decor, Food gifts",poppymugs.jpg,"Woman, Teenager",Traditionalist,Under £10
11/20/2012 13:27:54,Potter posters,"We are so smitten with the Printorium's limited-edition Harry Potter collection we suspect someone has placed a charm on us. The range is the work of talented design duo Miraphora Mina and Eduardo Lima, who created many of the film's best props, and includes brilliant Marauder's Map and Yule Ball posters",From 69,The Printorium,http://www.theprintorium.com/shop/the-harry-potter-collection.html,Yes,"Homes/ decor, Luxury gifts",quidditchposter.jpg,"Man, Woman, Teenager, Child",Design lover,£50-100
11/20/2012 13:30:41,Lambswool luxury,"This beautiful blanket from Seasalt in a heritage knit is wonderful for snuggling up on the sofa. Soft as a lamb newly washed and tumble-dried, not that we would suggest doing that, of course
",75,Seasalt Cornwall,http://www.seasaltcornwall.co.uk/women/beauty_home/blankets_1/topsy_blanket_loom_mackerel.htm,Yes,"Homes/ decor, Accessories, Luxury gifts",seasalt.jpg,"Woman, Teenager, Couples","Outdoorsy type, Traditionalist, Ethical",£50-100
11/20/2012 13:33:15,Rabbiting away,"Charming cork-backed rabbit melamine coasters for the kitchen table. Placemats are £42 for four, coasters £18 for four",18,ThornbackandPeel.jpg,http://www.thornbackandpeel.co.uk/PLACEMATS/RABBIT--CABBAGE-PLACEMAT__p-27-173.aspx,Yes,Homes/ decor,ThornbackandPeel.jpg,"Man, Woman, Couples","Design lover, Traditionalist",£10-25
11/20/2012 13:34:52,Flower garland,"Delicate garland of elegant paper flowers, handmade by a co-operative in Nepal",19.5,Toast,http://www.toast.co.uk/product/Christmas+Decorations/6XFG8/HAND+MADE+PAPER+FLOWER+GARLAND.htm,Yes,"Homes/ decor, Decorations",toastgarland.jpg,"Woman, Teenager, Couples","Traditionalist, Ethical",£10-25
11/20/2012 13:37:53,Kyoto mugs,"Pretty enough to use just as a decoration, these mugs would also be lovely for sipping green tea",5.95,Idyll Home,http://www.thetravellingsouk.com/Idyll-Home/products/Kyoto-Mug.html,Yes,"Stocking fillers, Homes/ decor, Food gifts",travellingsoukmugs.jpg,"Man, Woman, Teenager",Traditionalist,Under £10
11/20/2012 13:40:45,Tea or coffee pot,Stylish enamel pot for the caffeinated beverage of your choice. The mugs are sold separately and cost £5.95,14.95,Wild & Wolf,http://www.wildandwolf.com/home_interior/kitchen_accessories/folklore_enamel_tea_coffee_pot.htm,Yes,"Homes/ decor, Food gifts",WildandWolfFolklore.jpg,"Woman, Teenager, Couples",Traditionalist,£10-25
11/20/2012 13:43:08,Winter trees,"Beautifully designed and simple cushions, with black embroidery on natural Yorkshire-milled linen ",39,Emily Mackey,http://theshopfloorproject.com/Textiles_Emily_Mackey_Winter_Tree_Cushion_Natural.html,Yes,"Homes/ decor, Luxury gifts",Wintertrees.jpg,"Man, Woman, Teenager, Couples","Design lover, Traditionalist",£25-50
